,latitude,longitude,foundation_date,first_funding_age,last_funding_age,first_milestone_age,last_milestone_age,connections,funding_rounds,total_funding,milestones,roundA,roundB,roundC,roundD,avg_group_size,in_Top500,Target,category,city,state_code
66,1.0,0.010884262009951238,0.22387832699619772,0.3075362959095564,0.19189472632840593,0.16217443482209465,0.16217443482209465,0.11904761904761904,0.0,0.20490458855062607,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1,2,1,7
67,0.6759998188206936,0.9269662710245125,0.6159695817490495,0.49990294316485606,0.5310377546943669,0.40965802817510516,0.5777572356827003,0.09523809523809523,0.16666666666666666,0.13239588750650078,0.6666666666666666,0.0,0.0,0.0,0.0,0.1,0.0,0,7,1,3
68,0.5294068774863365,0.008535349377000503,0.2777186311787072,0.7203357497138497,0.5768764982021575,0.540878769204156,0.540878769204156,0.16666666666666666,0.0,0.11989438732647918,0.16666666666666666,0.0,0.0,0.0,0.0,0.1,1.0,0,0,12,0
69,0.5405914988541698,0.006766713179190135,0.5568060836501901,0.3240359578840271,0.3128121254494607,0.32553274301839064,0.3425664644892046,0.21428571428571427,0.3333333333333333,0.11479064487738529,0.3333333333333333,1.0,1.0,0.0,0.0,0.23332999999999998,1.0,0,7,2,0
70,0.5404352489729046,0.006785113625206009,0.7221292775665399,0.28021312342282645,0.1664128046344387,0.3199052901300639,0.3906998367444023,0.35714285714285715,0.0,0.03988478617434092,0.5,1.0,0.0,0.0,0.0,0.2,1.0,0,6,2,0
71,0.5202686842138412,0.01376762767622534,0.9960456273764259,0.23271551637583085,0.12211596084698363,0.16958040067897032,0.16958040067897032,0.07142857142857142,0.0,0.0034304116493979278,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,2,11,0
72,0.09424840212539809,0.7670533945229672,0.6111026615969581,0.2347302824019224,0.13938898322013585,0.2928005362567978,0.4494988809963998,0.23809523809523808,0.16666666666666666,0.001060127215265832,0.5,0.0,0.0,0.0,0.0,0.05,1.0,0,6,1,2
73,0.5400637577071727,0.006749607093647147,0.4444106463878327,0.34641257856583463,0.7068580203755495,0.5611667910004001,0.7283794449309677,0.40476190476190477,0.5,0.40392847141657,0.5,1.0,1.0,1.0,1.0,0.06667000000000001,1.0,0,7,2,0
74,0.31804943574551203,0.4929477834020834,0.6666159695817491,0.35558277609322814,0.23670345585297647,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.02988358603032364,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2,1,6
75,0.5294363525133092,0.014604493493834204,0.4444106463878327,0.4153630929670609,0.37386386336396327,0.21623257976279286,0.21623257976279286,0.047619047619047616,0.16666666666666666,0.19690362843541226,0.16666666666666666,0.0,1.0,0.0,0.0,0.3,1.0,1,2,1,0
76,0.5205108998534609,0.014569121910283875,0.16669201520912547,0.8483369813316197,0.698137235317619,0.16217443482209465,0.16217443482209465,0.0,0.16666666666666666,0.1779013481617794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,15,0
77,0.5400755016632319,0.006418965466863603,0.8336121673003802,0.23546657563404888,0.25500024970035956,0.32923572594682843,0.36670883201972043,0.2857142857142857,0.3333333333333333,0.5749489938792655,0.5,1.0,1.0,0.0,0.0,0.3,1.0,0,0,2,0
78,0.670262090327924,0.9300887588592394,0.6111026615969581,0.27929610367008706,0.3136673491809829,0.2702907247034911,0.435427545868336,0.23809523809523808,0.3333333333333333,0.17190062807536904,0.8333333333333334,1.0,1.0,1.0,0.0,0.16667,1.0,0,3,6,5
79,0.751734703203634,0.981724713510178,0.7231939163498099,0.19566657965019377,0.20780063923292053,0.16217443482209465,0.24585103737580144,0.09523809523809523,1.0,0.004453354402528304,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1,5,16,1
80,0.5400755016632319,0.006418965466863603,0.8714828897338402,0.23326438951250694,0.2508989212944467,0.2873244461743051,0.3332360286724401,0.2619047619047619,0.5,0.1849021882625915,0.5,1.0,1.0,0.0,0.0,0.125,1.0,0,5,2,0
81,0.6584358344666827,0.914180764540946,0.7221292775665399,0.37172098502647305,0.2517541450259689,0.16217443482209465,0.16217443482209465,0.047619047619047616,0.0,0.11989438732647918,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1,0,1,2
83,0.5235486237660874,0.012662059466907776,0.3888973384030418,0.4980689036593774,0.41628171194566527,0.3785529715762274,0.3785529715762274,0.07142857142857142,0.16666666666666666,0.18240188822658718,0.16666666666666666,1.0,1.0,0.0,0.0,0.15,1.0,0,0,3,0
84,0.6757598276245156,0.9267613591264696,0.5011406844106464,0.3794185960896136,0.4759725829005194,0.36937389856529684,0.5780545554798742,0.30952380952380953,0.5,0.4149299815977917,0.8333333333333334,0.0,0.0,1.0,0.0,0.3,1.0,0,0,6,5
85,0.614171804820148,0.8528600855192897,0.2777186311787072,0.5989343828858679,0.4636561126648023,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.009881185742289075,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1,2,1,2
86,0.36804575021577224,0.08151528921683623,0.6115589353612167,0.31028735516777445,0.19446039752297245,0.21623257976279286,0.3068718713848616,0.16666666666666666,0.0,0.0498859863183582,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0,6,17,0
87,0.7506132244820588,0.7472007938987522,0.33338403041825093,0.7626993848604725,0.7898084798242111,0.1845382893840615,0.1845382893840615,0.047619047619047616,0.3333333333333333,0.4269312317478097,0.16666666666666666,0.0,1.0,0.0,0.0,0.26667,1.0,1,0,1,2
88,0.5220951825532342,0.013012087990639949,1.0,0.29378099961846627,0.17906637035557335,0.16217443482209465,0.16217443482209465,0.16666666666666666,0.0,0.11989438732647918,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1,0,3,0
89,0.9930116553237324,0.010651505205996597,0.4444106463878327,0.4038099827975127,0.31776867758689575,0.3244948266355292,0.6555090655509065,0.11904761904761904,0.16666666666666666,0.22290674880985717,0.3333333333333333,0.0,1.0,1.0,0.0,0.35,1.0,0,2,1,7
90,0.5228941400031082,0.01483445630381686,0.3888973384030418,0.5026540024230741,0.6153553236116661,0.17091023104451147,0.17091023104451147,0.11904761904761904,0.16666666666666666,0.09989198703844461,0.16666666666666666,0.0,1.0,0.0,0.0,0.3,1.0,0,0,15,0
91,0.5083419046942044,0.5140201011444445,0.5561977186311787,0.3128509943305421,0.41525794047143433,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.3333333333333333,0.1555445753490419,0.0,0.0,1.0,1.0,0.0,0.25,1.0,1,7,1,2
92,0.5400755016632319,0.006418965466863603,0.6666159695817491,0.4069291886717939,0.28458974230922895,0.29621160520255585,0.41454488447774424,0.16666666666666666,0.0,0.004880585670280433,0.3333333333333333,0.0,0.0,0.0,0.0,0.4,1.0,0,6,2,0
94,0.6770699004639853,0.9271138015089396,0.6111026615969581,0.3517272769868203,0.424833949260887,0.3785529715762274,0.4226914469203075,0.19047619047619047,0.5,0.5534464135696283,0.3333333333333333,1.0,1.0,1.0,1.0,0.3,1.0,0,0,6,5
95,0.5229262401496706,0.012669643164831853,0.3888973384030418,0.48395215432706146,0.3564222932481023,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.03988478617434092,0.0,0.0,1.0,0.0,0.0,0.2,1.0,1,0,3,0
96,0.7288862149512859,0.667516637012919,0.6111026615969581,0.3484273445919262,0.5307006592089494,0.3397500351377942,0.4287621765971479,0.07142857142857142,0.6666666666666666,0.10753613433612033,0.5,1.0,0.0,0.0,0.0,0.1,1.0,0,2,9,8
97,0.6670039484792188,0.916801055717655,0.6666159695817491,0.3289892032637871,0.21190196763883343,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.054886586390366844,0.16666666666666666,0.0,0.0,0.0,0.0,0.2,1.0,1,2,1,2
98,0.5400755016632319,0.006418965466863603,0.7221292775665399,0.5215432706145371,0.39148022373152225,0.2928005362567978,0.4603105099845394,0.16666666666666666,0.0,0.0038804656558787056,0.3333333333333333,0.0,0.0,0.0,0.0,0.2,1.0,0,0,2,0
99,0.5439525269689014,0.00839359124610579,0.6666159695817491,0.284978948707136,0.31212544946064724,0.16217443482209465,0.16217443482209465,0.07142857142857142,0.3333333333333333,0.5399447933752051,0.0,0.0,0.0,1.0,0.0,0.16667,1.0,1,0,1,0
101,0.6323898584445711,0.4240612690110407,0.2777186311787072,0.6222213297455772,0.48537380143827413,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.0,0.12989558747049645,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0,2,8,7
102,0.9930302614345086,0.010731580693099502,0.5555893536121673,0.24041312743897136,0.2033497303236117,0.16217443482209465,0.16217443482209465,0.11904761904761904,0.3333333333333333,0.12489498739848783,0.0,1.0,1.0,0.0,0.0,0.13333,1.0,0,2,1,7
103,0.5186472031089339,0.015672806549515545,0.49992395437262355,0.39207614610735153,0.6410120355573312,0.21637853675413274,0.6100407598412854,0.38095238095238093,0.5,0.3805713685642277,0.3333333333333333,0.0,1.0,1.0,1.0,0.2,1.0,0,0,10,0
104,0.53866599666246,0.006484025612211958,0.6675285171102662,0.20153684478269313,0.20232595884938076,0.2796211605202556,0.41084190154930644,0.5,0.16666666666666666,0.05988718646237549,0.3333333333333333,1.0,0.0,0.0,0.0,0.3,1.0,0,6,2,0
105,0.5516602004674878,0.841531523348179,0.6118631178707225,0.39978045074532953,0.4256891729924092,0.19386872520082601,0.46578660006703204,0.09523809523809523,0.16666666666666666,0.0498859863183582,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,6,1,4
106,0.5979210250272223,0.8615162779865942,0.2777186311787072,0.2347302824019224,0.5676375848981223,0.48682062426345774,0.751629853069962,0.21428571428571427,0.3333333333333333,0.5899507940952914,0.5,0.0,0.0,1.0,0.0,0.1,1.0,0,2,1,4
107,0.6323898584445711,0.4240612690110407,0.8898859315589354,0.30404894341921196,0.188642379145026,0.16217443482209465,0.21815704972268174,0.047619047619047616,0.0,0.009881185742289075,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,6,9,8
108,0.539098266354904,0.006430255483321813,0.6666159695817491,0.41701640595192674,0.29399720335597285,0.21164304325732758,0.5032597061399241,0.11904761904761904,0.0,0.005880705684682162,0.5,0.0,0.0,0.0,0.0,0.6,1.0,0,6,2,0
111,0.5217851329023209,0.014947888657728323,0.4444106463878327,0.43003540901089043,0.419527816620056,0.16217443482209465,0.16217443482209465,0.023809523809523808,0.16666666666666666,0.29991598991879026,0.0,1.0,1.0,0.0,0.0,0.15,1.0,0,4,15,0
112,0.5241573751825295,0.016540674296156986,0.4444106463878327,0.5033902956552005,0.3745505393527767,0.16217443482209465,0.16217443482209465,0.0,0.0,0.06988838660639277,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
113,0.52518872479819,0.011243584840162057,0.6111026615969581,0.26224087498410276,0.14965166799840193,0.16217443482209465,0.29916858573081206,0.23809523809523808,0.0,0.06088730647677721,0.3333333333333333,0.0,1.0,0.0,0.0,0.3,1.0,0,0,5,0
114,0.3071561473864644,0.10634585576786139,0.8346768060836501,0.2703066326633065,0.24388234119057134,0.284064740034381,0.32316499626998796,0.2857142857142857,0.3333333333333333,0.020882505900708084,0.3333333333333333,0.0,0.0,0.0,0.0,0.3,1.0,1,1,0,0
115,0.5400755016632319,0.006418965466863603,0.8159695817490494,0.24444935306599197,0.15529489612465042,0.18898186889818688,0.324943509238537,0.23809523809523808,0.16666666666666666,0.02553306396767612,0.5,1.0,0.0,0.0,0.0,0.25,1.0,0,5,2,0
116,0.5310866316406632,0.007429250879030717,0.1111787072243346,0.9548853055951593,0.7956202556931683,0.16217443482209465,0.16217443482209465,0.0,0.0,0.019882385886306357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1,0
117,0.4473193879151422,0.8367877967527371,0.4444106463878327,0.4065610420557307,0.4792186875749102,0.270436681694831,0.270436681694831,0.07142857142857142,0.3333333333333333,0.22390686882425892,0.16666666666666666,0.0,1.0,1.0,0.0,0.26667,1.0,0,4,1,2
118,0.6764509248975621,0.9268377473017998,0.5563498098859315,0.3071681492934932,0.19155138833399923,0.48666926145762385,0.48666926145762385,0.2857142857142857,0.0,0.06238748649837981,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0,0,6,5
